,customer_id,sex,is_married,event_time,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-plus,n_days_active
57,C58,1,1,2024-05-02T05:39:11.004Z,0,0,0,0,1,0,0.48424657534246585
58,C59,0,0,2024-05-02T05:39:11.004Z,1,0,0,0,0,0,0.40753424657534265
59,C60,1,0,2024-05-02T05:39:11.005Z,1,0,0,0,0,0,0.10547945205479459
60,C61,1,1,2024-05-02T05:39:11.006Z,0,0,0,1,0,0,0.754109589041096
61,C62,1,1,2024-05-02T05:39:11.007Z,0,0,0,0,0,1,0.7493150684931509
62,C63,0,1,2024-05-02T05:39:11.008Z,0,0,1,0,0,0,0.5335616438356166
63,C64,0,1,2024-05-02T05:39:11.008Z,0,0,1,0,0,0,0.6205479452054796
64,C65,1,0,2024-05-02T05:39:11.009Z,0,0,0,0,0,1,0.2575342465753425
65,C66,1,0,2024-05-02T05:39:11.009Z,0,0,0,0,0,1,0.19657534246575348
66,C67,1,0,2024-05-02T05:39:11.010Z,0,0,0,0,0,1,0.765068493150685
67,C68,1,0,2024-05-02T05:39:11.011Z,0,0,1,0,0,0,0.1184931506849316
68,C69,1,1,2024-05-02T05:39:11.011Z,0,1,0,0,0,0,0.27945205479452073
69,C70,1,1,2024-05-02T05:39:11.012Z,1,0,0,0,0,0,0.3171232876712329
70,C71,1,0,2024-05-02T05:39:11.013Z,0,0,0,1,0,0,0.7657534246575344
71,C72,0,0,2024-05-02T05:39:11.014Z,0,1,0,0,0,0,0.10342465753424657
72,C73,1,1,2024-05-02T05:39:11.014Z,1,0,0,0,0,0,0.8376712328767124
73,C74,1,1,2024-05-02T05:39:11.015Z,0,0,0,1,0,0,0.7726027397260276
74,C75,0,0,2024-05-02T05:39:11.016Z,0,1,0,0,0,0,0.8910958904109592
75,C76,0,0,2024-05-02T05:39:11.016Z,1,0,0,0,0,0,0.9054794520547946
76,C77,0,0,2024-05-02T05:39:11.017Z,0,0,1,0,0,0,0.41301369863013715
77,C78,0,0,2024-05-02T05:39:11.017Z,0,0,0,1,0,0,0.9513698630136989
78,C79,1,0,2024-05-02T05:39:11.018Z,0,0,0,0,0,1,0.6226027397260274
79,C80,1,1,2024-05-02T05:39:11.019Z,0,0,1,0,0,0,0.8520547945205479
80,C81,1,1,2024-05-02T05:39:11.019Z,0,0,0,0,0,1,0.29041095890410973
81,C82,1,0,2024-05-02T05:39:11.020Z,0,0,0,0,1,0,0.17260273972602747
82,C83,1,0,2024-05-02T05:39:11.021Z,0,0,0,1,0,0,0.9938356164383562
83,C84,1,0,2024-05-02T05:39:11.021Z,0,0,0,0,0,1,0.4034246575342466
84,C85,1,0,2024-05-02T05:39:11.022Z,1,0,0,0,0,0,0.4246575342465755
85,C86,1,0,2024-05-02T05:39:11.023Z,0,1,0,0,0,0,0.2972602739726029
86,C87,0,0,2024-05-02T05:39:11.023Z,0,0,0,0,0,1,0.1643835616438356
87,C88,0,0,2024-05-02T05:39:11.024Z,0,0,1,0,0,0,0.3595890410958904
88,C89,1,1,2024-05-02T05:39:11.024Z,0,0,0,0,0,1,0.17397260273972615
89,C90,1,1,2024-05-02T05:39:11.025Z,0,1,0,0,0,0,0.22876712328767135
90,C91,0,1,2024-05-02T05:39:11.026Z,0,0,1,0,0,0,0.6075342465753426
91,C92,1,0,2024-05-02T05:39:11.026Z,1,0,0,0,0,0,0.5034246575342467
92,C93,0,0,2024-05-02T05:39:11.027Z,0,0,0,0,1,0,0.8986301369863017
93,C94,0,0,2024-05-02T05:39:11.028Z,0,1,0,0,0,0,0.12260273972602742
94,C95,0,0,2024-05-02T05:39:11.028Z,0,0,0,0,1,0,0.1732876712328768
95,C96,1,0,2024-05-02T05:39:11.029Z,0,1,0,0,0,0,0.4445205479452057
96,C97,0,1,2024-05-02T05:39:11.029Z,0,0,0,0,0,1,0.3260273972602741
97,C98,0,1,2024-05-02T05:39:11.030Z,0,0,0,0,0,1,0.678082191780822
98,C99,0,1,2024-05-02T05:39:11.031Z,1,0,0,0,0,0,0.8438356164383563
99,C100,1,0,2024-05-02T05:39:11.032Z,0,0,0,0,0,1,0.8315068493150686
100,C101,1,1,2024-05-02T05:39:11.032Z,0,1,0,0,0,0,0.7458904109589042
101,C102,1,0,2024-05-02T05:39:11.033Z,1,0,0,0,0,0,0.9691780821917808
102,C103,1,0,2024-05-02T05:39:11.033Z,0,0,0,0,0,1,0.4232876712328768
103,C104,1,0,2024-05-02T05:39:11.034Z,1,0,0,0,0,0,0.10684931506849327
104,C105,0,0,2024-05-02T05:39:11.035Z,0,0,1,0,0,0,0.7828767123287672
105,C106,1,0,2024-05-02T05:39:11.035Z,0,0,1,0,0,0,0.4876712328767123
106,C107,1,1,2024-05-02T05:39:11.036Z,0,1,0,0,0,0,0.6445205479452056
107,C108,1,1,2024-05-02T05:39:11.037Z,1,0,0,0,0,0,0.6500000000000001
108,C109,1,1,2024-05-02T05:39:11.037Z,1,0,0,0,0,0,0.2678082191780822
109,C110,0,0,2024-05-02T05:39:11.038Z,0,1,0,0,0,0,0.029452054794520732
110,C111,0,0,2024-05-02T05:39:11.039Z,0,0,1,0,0,0,0.13561643835616444
111,C112,0,0,2024-05-02T05:39:11.039Z,1,0,0,0,0,0,0.25273972602739736
112,C113,1,0,2024-05-02T05:39:11.040Z,0,1,0,0,0,0,0.44246575342465766
113,C114,0,1,2024-05-02T05:39:11.040Z,0,0,1,0,0,0,0.42260273972602747
114,C115,0,1,2024-05-02T05:39:11.041Z,1,0,0,0,0,0,0.10342465753424657
115,C116,1,0,2024-05-02T05:39:11.042Z,0,0,0,0,1,0,0.3369863013698631
116,C117,1,1,2024-05-02T05:39:11.042Z,1,0,0,0,0,0,0.13630136986301378
117,C118,1,1,2024-05-02T05:39:11.043Z,0,0,0,0,0,1,0.24589041095890418
118,C119,1,1,2024-05-02T05:39:11.044Z,0,0,0,0,0,1,0.3041095890410961
119,C120,0,0,2024-05-02T05:39:11.044Z,0,0,0,0,0,1,0.06575342465753442
120,C121,0,0,2024-05-02T05:39:11.045Z,0,0,0,0,0,1,0.893150684931507
121,C122,0,1,2024-05-02T05:39:11.045Z,0,0,0,0,1,0,0.4445205479452057
122,C123,1,1,2024-05-02T05:39:11.046Z,0,0,0,0,0,1,0.9178082191780823
123,C124,0,1,2024-05-02T05:39:11.047Z,0,0,0,0,0,1,0.8465753424657536
124,C125,1,0,2024-05-02T05:39:11.047Z,0,0,1,0,0,0,0.10136986301369877
125,C126,1,0,2024-05-02T05:39:11.048Z,0,0,1,0,0,0,0.6513698630136988
126,C127,0,0,2024-05-02T05:39:11.048Z,0,0,0,0,0,1,0.21095890410958917
127,C128,0,0,2024-05-02T05:39:11.049Z,0,1,0,0,0,0,0.5205479452054795
128,C129,1,0,2024-05-02T05:39:11.050Z,0,0,1,0,0,0,0.8150684931506851
129,C130,1,0,2024-05-02T05:39:11.050Z,0,0,0,0,1,0,0.03630136986301369
130,C131,0,1,2024-05-02T05:39:11.051Z,1,0,0,0,0,0,0.3061643835616439
131,C132,1,0,2024-05-02T05:39:11.052Z,0,0,0,1,0,0,0.24657534246575352
132,C133,0,1,2024-05-02T05:39:11.052Z,0,0,0,0,1,0,0.43150684931506866
133,C134,0,1,2024-05-02T05:39:11.053Z,0,0,0,1,0,0,0.6089041095890413
134,C135,0,1,2024-05-02T05:39:11.053Z,1,0,0,0,0,0,0.6404109589041096
135,C136,1,1,2024-05-02T05:39:11.054Z,0,0,1,0,0,0,0.8869863013698631
136,C137,1,1,2024-05-02T05:39:11.054Z,0,0,1,0,0,0,0.48835616438356166
137,C138,0,0,2024-05-02T05:39:11.055Z,1,0,0,0,0,0,0.4835616438356165
138,C139,0,1,2024-05-02T05:39:11.056Z,0,0,0,0,1,0,0.7958904109589042
139,C140,1,1,2024-05-02T05:39:11.057Z,0,0,0,1,0,0,0.047945205479452246
140,C141,1,1,2024-05-02T05:39:11.057Z,1,0,0,0,0,0,0.20479452054794534
141,C142,0,0,2024-05-02T05:39:11.058Z,0,0,0,1,0,0,0.7582191780821919
142,C143,1,1,2024-05-02T05:39:11.059Z,0,0,0,1,0,0,0.6993150684931508
143,C144,0,0,2024-05-02T05:39:11.059Z,1,0,0,0,0,0,0.18082191780821932
144,C145,0,0,2024-05-02T05:39:11.060Z,1,0,0,0,0,0,0.15821917808219177
145,C146,0,0,2024-05-02T05:39:11.060Z,0,0,0,0,0,1,0.14657534246575343
146,C147,1,0,2024-05-02T05:39:11.061Z,0,0,0,1,0,0,0.45136986301369864
147,C148,1,1,2024-05-02T05:39:11.062Z,0,0,1,0,0,0,0.8753424657534246
148,C149,1,1,2024-05-02T05:39:11.063Z,0,0,0,0,1,0,0.3863013698630138
149,C150,1,0,2024-05-02T05:39:11.063Z,1,0,0,0,0,0,0.8246575342465754
150,C151,1,1,2024-05-02T05:39:11.064Z,1,0,0,0,0,0,0.35479452054794525
151,C152,0,1,2024-05-02T05:39:11.064Z,0,0,1,0,0,0,0.09589041095890427
152,C153,1,0,2024-05-02T05:39:11.065Z,0,0,0,1,0,0,0.456164383561644
153,C154,1,0,2024-05-02T05:39:11.065Z,1,0,0,0,0,0,0.3102739726027399
154,C155,1,1,2024-05-02T05:39:11.066Z,1,0,0,0,0,0,0.8452054794520549
155,C156,0,0,2024-05-02T05:39:11.066Z,0,0,0,0,1,0,0.9732876712328768
156,C157,1,0,2024-05-02T05:39:11.067Z,0,0,0,1,0,0,0.5452054794520549
157,C158,1,1,2024-05-02T05:39:11.068Z,0,0,0,0,0,1,0.3609589041095891
158,C159,1,1,2024-05-02T05:39:11.068Z,1,0,0,0,0,0,0.2753424657534247
159,C160,0,0,2024-05-02T05:39:11.069Z,0,0,1,0,0,0,0.4273972602739726
160,C161,1,1,2024-05-02T05:39:11.070Z,1,0,0,0,0,0,0.5684931506849316
161,C162,1,1,2024-05-02T05:39:11.070Z,1,0,0,0,0,0,0.7321917808219178
162,C163,0,0,2024-05-02T05:39:11.071Z,0,0,0,0,1,0,0.7273972602739727
163,C164,1,0,2024-05-02T05:39:11.072Z,0,0,0,0,0,1,0.7404109589041097
164,C165,1,1,2024-05-02T05:39:11.073Z,0,1,0,0,0,0,0.7308219178082194
165,C166,1,0,2024-05-02T05:39:11.073Z,0,1,0,0,0,0,0.39657534246575343
166,C167,1,0,2024-05-02T05:39:11.074Z,1,0,0,0,0,0,0.24657534246575352
167,C168,1,0,2024-05-02T05:39:11.075Z,1,0,0,0,0,0,0.3589041095890413
168,C169,1,0,2024-05-02T05:39:11.075Z,0,0,0,1,0,0,0.8945205479452056
169,C170,0,1,2024-05-02T05:39:11.076Z,0,0,0,0,0,1,0.7164383561643837
170,C171,1,1,2024-05-02T05:39:11.076Z,0,0,0,0,1,0,0.4869863013698632
171,C172,0,0,2024-05-02T05:39:11.077Z,0,1,0,0,0,0,0.48287671232876717
172,C173,0,0,2024-05-02T05:39:11.078Z,0,0,0,0,1,0,0.35273972602739745
173,C174,0,0,2024-05-02T05:39:11.078Z,0,0,0,0,1,0,0.043835616438356206
174,C175,1,1,2024-05-02T05:39:11.079Z,0,0,0,0,0,1,0.7472602739726029
175,C176,0,0,2024-05-02T05:39:11.079Z,0,0,1,0,0,0,0.021917808219178214
176,C177,0,0,2024-05-02T05:39:11.080Z,0,0,1,0,0,0,0.48424657534246585
177,C178,0,0,2024-05-02T05:39:11.081Z,0,1,0,0,0,0,0.9794520547945207
178,C179,1,1,2024-05-02T05:39:11.082Z,0,0,0,0,0,0,0.9445205479452055
179,C180,1,1,2024-05-02T05:39:11.082Z,0,0,0,0,0,1,0.6116438356164384
180,C181,0,1,2024-05-02T05:39:11.083Z,0,0,0,1,0,0,0.08904109589041109
181,C182,1,0,2024-05-02T05:39:11.084Z,1,0,0,0,0,0,0.4246575342465755
182,C183,0,1,2024-05-02T05:39:11.084Z,0,0,0,0,0,1,0.7102739726027398
183,C184,0,1,2024-05-02T05:39:11.085Z,0,1,0,0,0,0,0.09863013698630141
184,C185,0,1,2024-05-02T05:39:11.085Z,0,0,0,0,0,1,0.8404109589041098
185,C186,0,0,2024-05-02T05:39:11.086Z,0,0,0,0,0,1,0.9349315068493151
186,C187,0,1,2024-05-02T05:39:11.086Z,0,1,0,0,0,0,0.5143835616438357
187,C188,0,0,2024-05-02T05:39:11.087Z,0,0,0,1,0,0,0.06712328767123288
188,C189,0,0,2024-05-02T05:39:11.088Z,0,1,0,0,0,0,0.5527397260273974
189,C190,1,1,2024-05-02T05:39:11.088Z,0,1,0,0,0,0,0.33972602739726043
190,C191,0,0,2024-05-02T05:39:11.089Z,0,0,1,0,0,0,0.4034246575342466
191,C192,1,0,2024-05-02T05:39:11.089Z,1,0,0,0,0,0,0.8075342465753426
192,C193,0,0,2024-05-02T05:39:11.090Z,0,0,0,0,1,0,0.06849315068493156
193,C194,1,0,2024-05-02T05:39:11.090Z,0,0,0,0,0,1,0.16506849315068495
194,C195,1,1,2024-05-02T05:39:11.091Z,0,0,0,0,0,1,0.467123287671233
195,C196,0,1,2024-05-02T05:39:11.091Z,0,0,0,0,1,0,0.14315068493150696
196,C197,1,0,2024-05-02T05:39:11.092Z,1,0,0,0,0,0,0.12465753424657544
197,C198,0,0,2024-05-02T05:39:11.093Z,1,0,0,0,0,0,0.3287671232876712
198,C199,0,1,2024-05-02T05:39:11.093Z,1,0,0,0,0,0,0.4924657534246577
199,C200,1,1,2024-05-02T05:39:11.094Z,0,0,0,0,0,1,0.7616438356164386
200,C201,1,1,2024-05-02T05:39:11.094Z,0,0,0,0,0,1,0.8986301369863017
201,C202,1,1,2024-05-02T05:39:11.095Z,1,0,0,0,0,0,0.4397260273972603
202,C203,0,0,2024-05-02T05:39:11.096Z,0,0,0,0,0,1,0.48013698630137003
203,C204,0,1,2024-05-02T05:39:11.096Z,0,1,0,0,0,0,0.31438356164383574
204,C205,0,0,2024-05-02T05:39:11.097Z,0,0,0,0,0,1,0.7356164383561645
205,C206,0,0,2024-05-02T05:39:11.098Z,0,1,0,0,0,0,0.2808219178082192
206,C207,0,0,2024-05-02T05:39:11.098Z,1,0,0,0,0,0,0.6623287671232878
207,C208,0,0,2024-05-02T05:39:11.099Z,0,0,0,1,0,0,0.10068493150684943
208,C209,0,1,2024-05-02T05:39:11.100Z,1,0,0,0,0,0,0.2424657534246577
209,C210,1,0,2024-05-02T05:39:11.100Z,0,0,0,0,0,1,0.963013698630137
210,C211,1,0,2024-05-02T05:39:11.101Z,0,0,0,0,0,1,0.30547945205479454
211,C212,1,0,2024-05-02T05:39:11.101Z,0,1,0,0,0,0,0.4506849315068495
212,C213,1,0,2024-05-02T05:39:11.102Z,0,1,0,0,0,0,0.27808219178082205
213,C214,1,0,2024-05-02T05:39:11.103Z,0,0,0,0,0,1,0.7335616438356165
214,C215,0,1,2024-05-02T05:39:11.103Z,0,1,0,0,0,0,0.4356164383561645
215,C216,1,1,2024-05-02T05:39:11.104Z,0,1,0,0,0,0,0.4253424657534248
216,C217,0,1,2024-05-02T05:39:11.105Z,0,0,0,0,1,0,0.8828767123287671
217,C218,1,0,2024-05-02T05:39:11.105Z,0,0,0,0,0,1,0.3589041095890413
218,C219,1,1,2024-05-02T05:39:11.106Z,0,0,0,0,1,0,0.13972602739726026
219,C220,1,0,2024-05-02T05:39:11.107Z,0,1,0,0,0,0,0.6041095890410959
220,C221,1,1,2024-05-02T05:39:11.107Z,0,0,0,0,0,1,0.2082191780821918
221,C222,1,0,2024-05-02T05:39:11.108Z,0,0,0,1,0,0,0.5726027397260276
222,C223,1,0,2024-05-02T05:39:11.109Z,0,1,0,0,0,0,0.021917808219178214
223,C224,1,0,2024-05-02T05:39:11.109Z,0,0,0,0,0,1,0.9787671232876711
224,C225,1,0,2024-05-02T05:39:11.110Z,0,0,0,1,0,0,0.22191780821917817
225,C226,1,0,2024-05-02T05:39:11.111Z,0,0,1,0,0,0,0.9945205479452057
226,C227,1,0,2024-05-02T05:39:11.112Z,0,0,0,0,1,0,0.5226027397260276
227,C228,1,0,2024-05-02T05:39:11.112Z,0,0,1,0,0,0,0.10616438356164393
228,C229,1,0,2024-05-02T05:39:11.113Z,1,0,0,0,0,0,0.4123287671232878
229,C230,0,0,2024-05-02T05:39:11.114Z,1,0,0,0,0,0,0.21575342465753433
230,C231,0,1,2024-05-02T05:39:11.114Z,0,0,1,0,0,0,0.7883561643835617
231,C232,1,1,2024-05-02T05:39:11.115Z,0,0,0,0,0,1,0.5527397260273974
232,C233,1,1,2024-05-02T05:39:11.115Z,0,1,0,0,0,0,0.654109589041096
233,C234,0,0,2024-05-02T05:39:11.116Z,0,0,0,0,0,1,0.7109589041095892
234,C235,0,0,2024-05-02T05:39:11.117Z,1,0,0,0,0,0,0.252054794520548
235,C236,1,0,2024-05-02T05:39:11.117Z,0,1,0,0,0,0,0.32945205479452055
236,C237,0,1,2024-05-02T05:39:11.118Z,0,0,0,0,0,1,0.9136986301369863
237,C238,1,1,2024-05-02T05:39:11.118Z,1,0,0,0,0,0,0.6267123287671235
238,C239,0,0,2024-05-02T05:39:11.119Z,0,0,0,0,0,1,0.043150684931506866
239,C240,1,1,2024-05-02T05:39:11.120Z,0,0,0,0,1,0,0.8643835616438356
240,C241,1,0,2024-05-02T05:39:11.120Z,0,0,0,0,0,1,0.7643835616438357
241,C242,0,0,2024-05-02T05:39:11.121Z,0,0,0,0,0,1,0.12123287671232896
242,C243,0,1,2024-05-02T05:39:11.121Z,0,0,1,0,0,0,0.4869863013698632
243,C244,0,0,2024-05-02T05:39:11.122Z,0,0,0,0,0,1,0.4705479452054795
244,C245,0,0,2024-05-02T05:39:11.122Z,1,0,0,0,0,0,0.5075342465753425
245,C246,0,0,2024-05-02T05:39:11.123Z,0,0,0,0,0,1,0.10068493150684943
246,C247,0,1,2024-05-02T05:39:11.123Z,0,0,1,0,0,0,0.15000000000000013
247,C248,1,0,2024-05-02T05:39:11.124Z,1,0,0,0,0,0,0.27054794520547953
248,C249,0,1,2024-05-02T05:39:11.125Z,0,0,0,0,0,1,0.5479452054794522
249,C250,1,1,2024-05-02T05:39:11.125Z,0,0,0,0,0,1,0.49520547945205484
250,C251,0,1,2024-05-02T05:39:11.126Z,0,1,0,0,0,0,0.32534246575342474
251,C252,0,0,2024-05-02T05:39:11.127Z,0,0,1,0,0,0,0.41712328767123297
252,C253,0,0,2024-05-02T05:39:11.127Z,1,0,0,0,0,0,0.7363013698630139
253,C254,0,1,2024-05-02T05:39:11.128Z,0,0,1,0,0,0,0.8123287671232877
254,C255,1,1,2024-05-02T05:39:11.128Z,0,0,0,0,0,1,0.2732876712328769
255,C256,1,0,2024-05-02T05:39:11.129Z,1,0,0,0,0,0,0.7102739726027398
256,C257,1,1,2024-05-02T05:39:11.129Z,0,1,0,0,0,0,0.893150684931507
257,C258,1,0,2024-05-02T05:39:11.130Z,0,0,1,0,0,0,0.1438356164383563
258,C259,0,1,2024-05-02T05:39:11.131Z,0,0,0,0,1,0,0.35479452054794525
259,C260,0,1,2024-05-02T05:39:11.131Z,0,0,0,1,0,0,0.4267123287671233
260,C261,1,1,2024-05-02T05:39:11.132Z,0,1,0,0,0,0,0.7486301369863015
261,C262,0,0,2024-05-02T05:39:11.132Z,0,0,0,1,0,0,0.38561643835616444
262,C263,0,1,2024-05-02T05:39:11.133Z,0,1,0,0,0,0,0.5212328767123289
263,C264,1,0,2024-05-02T05:39:11.133Z,0,0,0,1,0,0,0.9582191780821918
264,C265,1,0,2024-05-02T05:39:11.134Z,0,0,0,1,0,0,0.30890410958904124
265,C266,1,1,2024-05-02T05:39:11.135Z,0,0,0,0,0,1,0.9273972602739726
266,C267,1,0,2024-05-02T05:39:11.135Z,0,0,1,0,0,0,0.26164383561643834
267,C268,1,1,2024-05-02T05:39:11.136Z,0,0,0,1,0,0,0.9013698630136986
268,C269,0,1,2024-05-02T05:39:11.137Z,1,0,0,0,0,0,0.30205479452054806
269,C270,0,0,2024-05-02T05:39:11.137Z,0,1,0,0,0,0,0.8054794520547945
270,C271,0,1,2024-05-02T05:39:11.138Z,0,0,0,0,1,0,0.8938356164383561
271,C272,1,1,2024-05-02T05:39:11.138Z,0,1,0,0,0,0,0.9267123287671235
272,C273,0,1,2024-05-02T05:39:11.139Z,0,0,1,0,0,0,0.19109589041095898
273,C274,0,1,2024-05-02T05:39:11.140Z,0,0,0,0,0,1,0.7308219178082194
274,C275,1,1,2024-05-02T05:39:11.141Z,1,0,0,0,0,0,0.2623287671232877
275,C276,0,0,2024-05-02T05:39:11.141Z,1,0,0,0,0,0,0.027397260273972712
276,C277,0,1,2024-05-02T05:39:11.142Z,0,0,0,1,0,0,0.35821917808219195
277,C278,0,0,2024-05-02T05:39:11.143Z,0,0,1,0,0,0,0.05547945205479454
278,C279,0,1,2024-05-02T05:39:11.143Z,0,0,0,1,0,0,0.6554794520547946
279,C280,1,0,2024-05-02T05:39:11.144Z,0,0,0,1,0,0,0.8246575342465754
280,C281,0,1,2024-05-02T05:39:11.145Z,0,1,0,0,0,0,0.7753424657534247
281,C282,1,1,2024-05-02T05:39:11.145Z,0,1,0,0,0,0,0.9219178082191783
282,C283,0,0,2024-05-02T05:39:11.146Z,0,0,0,0,0,1,0.0
283,C284,1,0,2024-05-02T05:39:11.147Z,1,0,0,0,0,0,0.10342465753424657
284,C285,0,1,2024-05-02T05:39:11.147Z,0,0,1,0,0,0,0.4527397260273973
285,C286,1,0,2024-05-02T05:39:11.148Z,0,0,0,0,0,1,0.1986301369863015
286,C287,0,1,2024-05-02T05:39:11.149Z,0,1,0,0,0,0,0.021232876712328874
287,C288,1,1,2024-05-02T05:39:11.149Z,0,0,0,0,0,1,0.5883561643835618
288,C289,0,1,2024-05-02T05:39:11.150Z,1,0,0,0,0,0,0.05547945205479454
289,C290,0,1,2024-05-02T05:39:11.151Z,0,0,0,0,0,1,0.36369863013698644
290,C291,1,1,2024-05-02T05:39:11.151Z,0,0,0,0,0,1,0.8465753424657536
291,C292,0,1,2024-05-02T05:39:11.152Z,0,0,0,0,1,0,0.6075342465753426
292,C293,1,0,2024-05-02T05:39:11.153Z,1,0,0,0,0,0,0.513013698630137
293,C294,1,1,2024-05-02T05:39:11.153Z,1,0,0,0,0,0,0.678082191780822
294,C295,0,1,2024-05-02T05:39:11.154Z,0,0,0,0,0,1,0.923287671232877
